pf,N,m,T,sigma,cut,enskog_F-CS,enskog_F-kolafa,enskog_F-thol,enskog_F-mecke,enskog_F-gottschalk,enskog_F-hess,enskog_RDF_CS,enskog_RDF_LJ,omega,enskog_F-thol-fitted
4.800e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,3.205e+00,3.179e+00,2.973e+00,2.999e+00,3.759e+00,7.084e+00,7.084e+00,7.084e+00,1.141e+00,1.023e+00
4.800e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,3.228e+00,3.299e+00,2.997e+00,3.020e+00,3.732e+00,7.090e+00,7.090e+00,7.090e+00,1.146e+00,1.012e+00
4.800e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,3.249e+00,3.419e+00,3.019e+00,3.041e+00,3.710e+00,7.098e+00,7.098e+00,7.098e+00,1.162e+00,1.014e+00
4.800e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,3.270e+00,3.536e+00,3.041e+00,3.061e+00,3.693e+00,7.107e+00,7.107e+00,7.107e+00,1.183e+00,1.028e+00
4.800e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,3.289e+00,3.651e+00,3.063e+00,3.082e+00,3.679e+00,7.118e+00,7.118e+00,7.118e+00,1.177e+00,1.017e+00
4.800e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,3.308e+00,3.765e+00,3.084e+00,3.102e+00,3.668e+00,7.130e+00,7.130e+00,7.130e+00,1.164e+00,1.041e+00
4.800e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,3.327e+00,3.876e+00,3.104e+00,3.121e+00,3.659e+00,7.143e+00,7.143e+00,7.143e+00,1.181e+00,1.018e+00
4.800e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.345e+00,3.985e+00,3.123e+00,3.140e+00,3.652e+00,7.157e+00,7.157e+00,7.157e+00,1.187e+00,1.030e+00
4.800e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,3.362e+00,4.092e+00,3.143e+00,3.159e+00,3.647e+00,7.171e+00,7.171e+00,7.171e+00,1.210e+00,1.007e+00
4.800e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,3.379e+00,4.197e+00,3.161e+00,3.177e+00,3.643e+00,7.186e+00,7.186e+00,7.186e+00,1.189e+00,1.022e+00
4.800e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,3.395e+00,4.300e+00,3.180e+00,3.196e+00,3.640e+00,7.202e+00,7.202e+00,7.202e+00,1.208e+00,1.022e+00
4.800e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,3.411e+00,4.401e+00,3.197e+00,3.213e+00,3.639e+00,7.218e+00,7.218e+00,7.218e+00,1.210e+00,1.036e+00
4.800e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,3.426e+00,4.501e+00,3.215e+00,3.231e+00,3.638e+00,7.235e+00,7.235e+00,7.235e+00,1.207e+00,1.018e+00
4.800e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,3.441e+00,4.598e+00,3.232e+00,3.248e+00,3.638e+00,7.251e+00,7.251e+00,7.251e+00,1.213e+00,9.948e-01
4.800e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.456e+00,4.694e+00,3.249e+00,3.264e+00,3.638e+00,7.269e+00,7.269e+00,7.269e+00,1.206e+00,1.028e+00
4.800e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.470e+00,4.789e+00,3.266e+00,3.281e+00,3.639e+00,7.286e+00,7.286e+00,7.286e+00,1.218e+00,1.012e+00
4.800e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,3.484e+00,4.881e+00,3.282e+00,3.297e+00,3.641e+00,7.304e+00,7.304e+00,7.304e+00,1.204e+00,1.016e+00
4.800e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,3.498e+00,4.973e+00,3.298e+00,3.313e+00,3.643e+00,7.322e+00,7.322e+00,7.322e+00,1.235e+00,1.015e+00
4.800e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,3.512e+00,5.062e+00,3.314e+00,3.328e+00,3.645e+00,7.341e+00,7.341e+00,7.341e+00,1.245e+00,1.012e+00
4.800e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,3.525e+00,5.151e+00,3.329e+00,3.344e+00,3.648e+00,7.359e+00,7.359e+00,7.359e+00,1.231e+00,1.019e+00
4.800e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,3.538e+00,5.238e+00,3.345e+00,3.359e+00,3.651e+00,7.378e+00,7.378e+00,7.378e+00,1.239e+00,9.986e-01
4.800e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,3.551e+00,5.324e+00,3.360e+00,3.374e+00,3.654e+00,7.397e+00,7.397e+00,7.397e+00,1.225e+00,1.015e+00
4.800e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,3.564e+00,5.409e+00,3.375e+00,3.389e+00,3.658e+00,7.416e+00,7.416e+00,7.416e+00,1.257e+00,1.010e+00
5.000e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,3.635e+00,2.977e+00,3.338e+00,3.412e+00,4.509e+00,8.725e+00,8.725e+00,8.725e+00,1.107e+00,9.866e-01
5.000e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,3.663e+00,3.115e+00,3.364e+00,3.420e+00,4.563e+00,8.685e+00,8.685e+00,8.685e+00,1.123e+00,9.922e-01
5.000e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,3.688e+00,3.259e+00,3.388e+00,3.434e+00,4.531e+00,8.654e+00,8.654e+00,8.654e+00,1.111e+00,1.012e+00
5.000e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,3.712e+00,3.406e+00,3.412e+00,3.449e+00,4.478e+00,8.629e+00,8.629e+00,8.629e+00,1.116e+00,1.014e+00
5.000e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,3.735e+00,3.553e+00,3.434e+00,3.466e+00,4.424e+00,8.610e+00,8.610e+00,8.610e+00,1.126e+00,1.023e+00
5.000e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,3.756e+00,3.699e+00,3.456e+00,3.484e+00,4.376e+00,8.595e+00,8.595e+00,8.595e+00,1.141e+00,1.023e+00
5.000e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,3.776e+00,3.844e+00,3.477e+00,3.502e+00,4.336e+00,8.585e+00,8.585e+00,8.585e+00,1.146e+00,1.012e+00
5.000e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,3.796e+00,3.987e+00,3.497e+00,3.521e+00,4.303e+00,8.577e+00,8.577e+00,8.577e+00,1.162e+00,1.014e+00
5.000e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,3.814e+00,4.128e+00,3.517e+00,3.539e+00,4.276e+00,8.572e+00,8.572e+00,8.572e+00,1.183e+00,1.028e+00
5.000e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,3.832e+00,4.266e+00,3.536e+00,3.557e+00,4.254e+00,8.570e+00,8.570e+00,8.570e+00,1.177e+00,1.017e+00
5.000e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,3.850e+00,4.402e+00,3.555e+00,3.575e+00,4.235e+00,8.570e+00,8.570e+00,8.570e+00,1.164e+00,1.041e+00
5.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,3.866e+00,4.535e+00,3.573e+00,3.593e+00,4.220e+00,8.571e+00,8.571e+00,8.571e+00,1.181e+00,1.018e+00
5.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.882e+00,4.665e+00,3.591e+00,3.610e+00,4.207e+00,8.574e+00,8.574e+00,8.574e+00,1.187e+00,1.030e+00
5.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,3.898e+00,4.793e+00,3.609e+00,3.627e+00,4.196e+00,8.579e+00,8.579e+00,8.579e+00,1.210e+00,1.007e+00
5.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,3.913e+00,4.918e+00,3.626e+00,3.644e+00,4.187e+00,8.585e+00,8.585e+00,8.585e+00,1.189e+00,1.022e+00
5.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,3.927e+00,5.042e+00,3.643e+00,3.661e+00,4.179e+00,8.593e+00,8.593e+00,8.593e+00,1.208e+00,1.022e+00
5.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,3.942e+00,5.162e+00,3.659e+00,3.677e+00,4.173e+00,8.601e+00,8.601e+00,8.601e+00,1.210e+00,1.036e+00
5.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,3.956e+00,5.281e+00,3.676e+00,3.693e+00,4.168e+00,8.610e+00,8.610e+00,8.610e+00,1.207e+00,1.018e+00
5.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,3.969e+00,5.398e+00,3.692e+00,3.709e+00,4.163e+00,8.621e+00,8.621e+00,8.621e+00,1.213e+00,9.948e-01
5.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.983e+00,5.512e+00,3.707e+00,3.725e+00,4.160e+00,8.632e+00,8.632e+00,8.632e+00,1.206e+00,1.028e+00
5.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.996e+00,5.625e+00,3.723e+00,3.740e+00,4.158e+00,8.643e+00,8.643e+00,8.643e+00,1.218e+00,1.012e+00
5.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,4.008e+00,5.735e+00,3.738e+00,3.755e+00,4.156e+00,8.656e+00,8.656e+00,8.656e+00,1.204e+00,1.016e+00
5.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,4.021e+00,5.844e+00,3.753e+00,3.770e+00,4.155e+00,8.669e+00,8.669e+00,8.669e+00,1.235e+00,1.015e+00
5.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,4.033e+00,5.951e+00,3.768e+00,3.785e+00,4.154e+00,8.682e+00,8.682e+00,8.682e+00,1.245e+00,1.012e+00
5.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,4.045e+00,6.057e+00,3.783e+00,3.799e+00,4.154e+00,8.696e+00,8.696e+00,8.696e+00,1.231e+00,1.019e+00
5.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,4.057e+00,6.161e+00,3.797e+00,3.814e+00,4.154e+00,8.711e+00,8.711e+00,8.711e+00,1.239e+00,9.986e-01
5.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,4.069e+00,6.263e+00,3.811e+00,3.828e+00,4.155e+00,8.726e+00,8.726e+00,8.726e+00,1.225e+00,1.015e+00
5.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,4.080e+00,6.364e+00,3.825e+00,3.842e+00,4.156e+00,8.741e+00,8.741e+00,8.741e+00,1.257e+00,1.010e+00
